id,type_of_attribute,trait
458,       STRENGTHS  ,good leader
280,   stREngtHs     ,friendly
298,   stREngtHs     ,good teacher
329, strengths,good leader
361,       STRENGTHS  ,team player
477,strengths      ,good teacher
91,       STRENGTHS  ,quick learner
295,  sTRENgths  ,good leader
483,sTrengtHS       ,good teacher
402,sTRENgths    ,knowledgeable
25,   wEAknESses    ,unprepared
284,strengths      ,good teacher
498, weaKnesses ,late
239,   wEAknESses    ,controlling
43,    WeaKNeSSeS     ,unfriendly
321,weaknesses          ,controlling
387,    WeaKNeSSeS     ,unavailable
421,   stREngtHs     ,good teacher
154,   stREngtHs     ,good teacher
385,   stREngtHs     ,honest
267,   wEAknESses    ,unprepared
362,strengths      ,quick learner
492,  sTRENgths  ,good teacher
476,  sTRENgths  ,prepared
298,       STRENGTHS  ,good leader
285,   WeAkNeSsEs ,unfriendly
201,sTrEnGthS ,good teacher
6, strengths,prepared
363,   StreNgtHs   ,good teacher
479,sTrEnGthS ,friendly
9,   WeAkNeSsEs ,unresponsive
100,   WEAKNESSEs    ,cutthroat
102,sTrengtHS       ,good leader
129, weaKnesses ,controlling
494,sTrEnGthS ,knowledgeable
116,sTrEnGthS ,quick learner
409,sTRENgths    ,quick learner
163, strengths,friendly
79, strengths,good leader
401,    WeaKNeSSeS     ,late
210,strengths    ,early starter
297,   stREngtHs     ,early starter
21,  sTRENgths  ,good leader
141,WEAKNESSES,procrastinator
315, strengths,honest
149,strengths    ,good leader
123,wEaKNeSSes       ,cutthroat
54,  sTRENgths  ,knowledgeable
399,sTrEnGthS ,quick learner
493,       STRENGTHS  ,quick learner
294,   stREngtHs     ,good leader
32, strengths,honest
22,   stREngtHs     ,friendly
405, strengths,honest
403,   StreNgtHs   ,early starter
184,sTrengtHS       ,early starter
29,sTrengtHS       ,prepared
413,   WeAkNeSsEs ,procrastinator
395,   WeAkNeSsEs ,controlling
123,  sTRENgths  ,honest
489,   WEAKnessES   ,dishonest
427,strengths      ,knowledgeable
152,sTrengtHS       ,early starter
337,   stREngtHs     ,prepared
307, strengths,prepared
295,   wEAknESses    ,unfriendly
298,weaknesses          ,procrastinator
276,sTrengtHS       ,early starter
330,       STRENGTHS  ,knowledgeable
76, strengths,knowledgeable
381,   wEAknESses    ,unavailable
435, strengths,early starter
354,   WeAkNeSsEs ,procrastinator
120,  sTRENgths  ,team player
32,weaknesses          ,unavailable
207,sTRENgths    ,quick learner
144,   StreNgtHs   ,good leader
118,sTrengtHS       ,early starter
81,   stREngtHs     ,prepared
14,   WEAKNESSEs    ,dishonest
455,sTrengtHS       ,quick learner
253, weaKnesses ,procrastinator
288,   wEAknESses    ,unfriendly
445, weaKnesses ,unfriendly
160,strengths    ,prepared
136,       STRENGTHS  ,early starter
458,   WEAKNESSEs    ,unprepared
1,   StreNgtHs   ,team player
96,       STRENGTHS  ,good leader
427,sTrEnGthS ,early starter
12,weaknesses          ,controlling
89, strengths,honest
71,  sTRENgths  ,good teacher
447,strengths      ,early starter
273,weaknesses          ,late
304,strengths      ,good teacher
400, strengths,honest
194, weaKnesses ,unfriendly
181,sTrengtHS       ,honest
205,  sTRENgths  ,knowledgeable
138,strengths      ,knowledgeable
339,   wEAknESses    ,unresponsive
431,sTrengtHS       ,prepared
93,   WeAkNeSsEs ,procrastinator
5,strengths      ,team player
365,    weaKnEsses     ,controlling
464,strengths    ,good leader
471,strengths    ,team player
333,       STRENGTHS  ,quick learner
185,    weaKnEsses     ,unfriendly
182, strengths,prepared
340,sTrengtHS       ,good teacher
139,strengths      ,honest
211,sTrengtHS       ,good leader
191,   stREngtHs     ,team player
45,strengths    ,good leader
42,   WeAkNeSsEs ,controlling
401,   StreNgtHs   ,friendly
355,strengths    ,early starter
480,sTrengtHS       ,good teacher
396,strengths    ,good leader
463,   StreNgtHs   ,good teacher
81,strengths    ,early starter
268,   stREngtHs     ,quick learner
322,strengths      ,honest
380, strengths,knowledgeable
8,sTrEnGthS ,friendly
326,   WeAkNeSsEs ,unprepared
455,   WeAkNeSsEs ,procrastinator
79,   WeAkNeSsEs ,unresponsive
136,    WeaKNeSSeS     ,cutthroat
379,   stREngtHs     ,honest
400,weaknesses          ,unresponsive
415,sTrengtHS       ,knowledgeable
188,strengths      ,early starter
24,strengths    ,quick learner
421, strengths,friendly
257,   WEAKnessES   ,unfriendly
91,   stREngtHs     ,honest
311,       STRENGTHS  ,good teacher
166,sTrEnGthS ,team player
438,       STRENGTHS  ,knowledgeable
298,strengths      ,knowledgeable
21,sTrEnGthS ,early starter
378,sTrEnGthS ,friendly
292,   stREngtHs     ,good teacher
240, strengths,good leader
359,sTrengtHS       ,knowledgeable
259,    weaKnEsses     ,late
456,strengths      ,early starter
207,    weaKnEsses     ,unfriendly
146, strengths,quick learner
73,       STRENGTHS  ,early starter
425,   StreNgtHs   ,prepared
310,   WeAkNeSsEs ,unfriendly
30,sTRENgths    ,honest
187, weaKnesses ,late
35,   WEAKnessES   ,controlling
377,  sTRENgths  ,early starter
349, weaKnesses ,procrastinator
7,    WeaKNeSSeS     ,late
314,   stREngtHs     ,quick learner
235,strengths    ,honest
292,wEaKNeSSes       ,controlling
360,strengths      ,early starter
196,wEaKNeSSes       ,unresponsive
365,strengths      ,team player
365,   stREngtHs     ,knowledgeable
485,   WEAKnessES   ,dishonest
141,  sTRENgths  ,team player
234,WEAKNESSES,unresponsive
60,WEAKNESSES,cutthroat
318,sTrEnGthS ,good leader
138,wEaKNeSSes       ,cutthroat
351, strengths,friendly
437,   WeAkNeSsEs ,procrastinator
343, strengths,knowledgeable
241, strengths,knowledgeable
274,   stREngtHs     ,good leader
49,    WeaKNeSSeS     ,late
418,   StreNgtHs   ,good leader
9,sTRENgths    ,prepared
289,strengths      ,honest
76,  sTRENgths  ,quick learner
244,sTRENgths    ,knowledgeable
108,strengths      ,prepared
301,strengths      ,good teacher
378,strengths    ,team player
248,strengths      ,friendly
157,       STRENGTHS  ,prepared
484,strengths    ,team player
193,sTrengtHS       ,knowledgeable
322,   StreNgtHs   ,good leader
471,       STRENGTHS  ,knowledgeable
175,sTRENgths    ,knowledgeable
118,sTrEnGthS ,honest
204,sTrEnGthS ,early starter
324,sTRENgths    ,knowledgeable
74, weaKnesses ,late
345,  sTRENgths  ,early starter
69,sTRENgths    ,honest
284,   StreNgtHs   ,quick learner
398,sTrengtHS       ,prepared
459,    weaKnEsses     ,dishonest
2,   WeAkNeSsEs ,dishonest
176,   stREngtHs     ,good leader
496,sTrengtHS       ,prepared
452,    WeaKNeSSeS     ,unprepared
285,   StreNgtHs   ,honest
112,   stREngtHs     ,honest
422,weaknesses          ,cutthroat
1,   StreNgtHs   ,good leader
249,   StreNgtHs   ,good teacher
90,sTRENgths    ,early starter
365,       STRENGTHS  ,honest
201,weaknesses          ,procrastinator
286,sTrengtHS       ,team player
83,wEaKNeSSes       ,unfriendly
141, weaKnesses ,unfriendly
270,sTRENgths    ,team player
96,sTrEnGthS ,early starter
19,   WEAKnessES   ,late
402, weaKnesses ,unfriendly
373, strengths,good leader
303,sTrengtHS       ,knowledgeable
403,   WeAkNeSsEs ,cutthroat
71,sTrengtHS       ,knowledgeable
259,       STRENGTHS  ,good teacher
95,sTRENgths    ,team player
180,       STRENGTHS  ,friendly
318,strengths      ,friendly
372,       STRENGTHS  ,good leader
257,   stREngtHs     ,knowledgeable
332,strengths    ,friendly
239,    WeaKNeSSeS     ,cutthroat
453,sTrengtHS       ,knowledgeable
424,    WeaKNeSSeS     ,unavailable
33,strengths      ,team player
479,sTRENgths    ,good leader
379,sTrengtHS       ,team player
352,   stREngtHs     ,friendly
40,sTrengtHS       ,friendly
332,weaknesses          ,procrastinator
394,   WEAKNESSEs    ,procrastinator
334, strengths,good leader
297,wEaKNeSSes       ,controlling
412,   StreNgtHs   ,friendly
337,weaknesses          ,unresponsive
425,   stREngtHs     ,good teacher
353,strengths      ,honest
464,       STRENGTHS  ,knowledgeable
170,   WEAKNESSEs    ,unavailable
350,  sTRENgths  ,good leader
432,strengths    ,prepared
204, strengths,good leader
96,       STRENGTHS  ,good teacher
326,WEAKNESSES,unresponsive
22,sTRENgths    ,good leader
318,sTrEnGthS ,quick learner
248, weaKnesses ,controlling
256,   WEAKNESSEs    ,late
194,sTrEnGthS ,good leader
5,sTrengtHS       ,honest
352,strengths    ,knowledgeable
478, strengths,good leader
116,  sTRENgths  ,good teacher
248,   stREngtHs     ,quick learner
29,   stREngtHs     ,good leader
365,weaknesses          ,late
91,wEaKNeSSes       ,unprepared
160,       STRENGTHS  ,good teacher
362, strengths,honest
107,strengths    ,team player
397,    WeaKNeSSeS     ,unprepared
467,  sTRENgths  ,team player
240,       STRENGTHS  ,quick learner
34,sTrengtHS       ,early starter
116,WEAKNESSES,dishonest
141,   stREngtHs     ,knowledgeable
451,sTrEnGthS ,honest
59,strengths    ,team player
50,   StreNgtHs   ,honest
266,weaknesses          ,controlling
87,  sTRENgths  ,honest
219,   stREngtHs     ,team player
377,sTrengtHS       ,good leader
320,    weaKnEsses     ,unprepared
308,   StreNgtHs   ,team player
315,   WEAKnessES   ,cutthroat
250,strengths      ,prepared
222,  sTRENgths  ,early starter
170, strengths,team player
486,   stREngtHs     ,knowledgeable
80,       STRENGTHS  ,good teacher
164,   StreNgtHs   ,prepared
27,sTrEnGthS ,early starter
476,   StreNgtHs   ,knowledgeable
248,strengths      ,prepared
217,wEaKNeSSes       ,unfriendly
468,strengths      ,knowledgeable
27,   WEAKNESSEs    ,unfriendly
176,    WeaKNeSSeS     ,unresponsive
7,   WeAkNeSsEs ,cutthroat
122,strengths      ,good teacher
59,weaknesses          ,unavailable
96,  sTRENgths  ,quick learner
300,   StreNgtHs   ,good leader
450,strengths      ,honest
348,sTrengtHS       ,friendly
146, strengths,friendly
2,sTrengtHS       ,honest
178, strengths,honest
85,weaknesses          ,procrastinator
429,  sTRENgths  ,quick learner
85, weaKnesses ,unresponsive
155,   WEAKNESSEs    ,late
270,   wEAknESses    ,procrastinator
430,   WEAKnessES   ,cutthroat
373,    WeaKNeSSeS     ,controlling
387,   StreNgtHs   ,early starter
337,strengths      ,early starter
418,sTrEnGthS ,friendly
454,    weaKnEsses     ,unavailable
192,  sTRENgths  ,good leader
160,weaknesses          ,unavailable
139,  sTRENgths  ,good leader
458,WEAKNESSES,cutthroat
473, weaKnesses ,late
226,   stREngtHs     ,prepared
226,strengths    ,friendly
500,  sTRENgths  ,prepared
26,sTRENgths    ,early starter
369,WEAKNESSES,unfriendly
250,sTRENgths    ,friendly
190,  sTRENgths  ,friendly
397, strengths,quick learner
246,sTrEnGthS ,honest
37,  sTRENgths  ,team player
277,       STRENGTHS  ,team player
495,strengths    ,early starter
171,   StreNgtHs   ,knowledgeable
439,       STRENGTHS  ,quick learner
439,WEAKNESSES,unfriendly
447,sTrEnGthS ,knowledgeable
234,strengths    ,good leader
251,sTrEnGthS ,quick learner
357,   WEAKnessES   ,dishonest
310,  sTRENgths  ,quick learner
200,   WEAKnessES   ,unresponsive
4,   WEAKNESSEs    ,dishonest
143,   WEAKNESSEs    ,procrastinator
221,  sTRENgths  ,early starter
337,strengths    ,honest
272,   stREngtHs     ,friendly
21,   StreNgtHs   ,knowledgeable
306,sTrEnGthS ,good teacher
187,   stREngtHs     ,friendly
336,    WeaKNeSSeS     ,unresponsive
372,sTrEnGthS ,quick learner
119,   WEAKNESSEs    ,controlling
485,sTrengtHS       ,early starter
153, strengths,good teacher
31,       STRENGTHS  ,quick learner
247,strengths      ,good leader
47,   stREngtHs     ,good teacher
217, strengths,team player
165,WEAKNESSES,cutthroat
421,strengths    ,early starter
421,weaknesses          ,dishonest
383,   stREngtHs     ,early starter
194,sTrEnGthS ,early starter
373,sTrengtHS       ,prepared
218,strengths    ,honest
276,strengths      ,team player
288,   stREngtHs     ,honest
168, strengths,honest
336,   StreNgtHs   ,friendly
193,       STRENGTHS  ,quick learner
414,sTrEnGthS ,team player
306,sTRENgths    ,early starter
336,  sTRENgths  ,team player
13,       STRENGTHS  ,honest
347,strengths    ,honest
404,sTRENgths    ,knowledgeable
311,sTRENgths    ,quick learner
333,   WEAKNESSEs    ,cutthroat
81,    WeaKNeSSeS     ,controlling
150,sTrengtHS       ,good teacher
68,   WeAkNeSsEs ,controlling
80,   WeAkNeSsEs ,unresponsive
249,   StreNgtHs   ,honest
10, strengths,knowledgeable
357, strengths,honest
475,strengths      ,good teacher
298,sTrEnGthS ,team player
113,sTRENgths    ,honest
200,sTrEnGthS ,quick learner
219, strengths,honest
493,strengths    ,early starter
208,strengths      ,quick learner
82,sTrengtHS       ,honest
280,    WeaKNeSSeS     ,late
135,sTrengtHS       ,friendly
320,   StreNgtHs   ,honest
24,sTrEnGthS ,early starter
175,strengths    ,prepared
450,   WEAKnessES   ,unavailable
371,strengths    ,friendly
128,sTrEnGthS ,good teacher
293,sTRENgths    ,early starter
256,       STRENGTHS  ,knowledgeable
429,  sTRENgths  ,prepared
228,   StreNgtHs   ,friendly
197,sTrengtHS       ,friendly
168,   WEAKnessES   ,unfriendly
22,   StreNgtHs   ,knowledgeable
247,   WeAkNeSsEs ,dishonest
221,WEAKNESSES,late
222,   WEAKNESSEs    ,controlling
374,sTrEnGthS ,quick learner
65,   stREngtHs     ,quick learner
150,    weaKnEsses     ,late
270,sTRENgths    ,good leader
187,sTRENgths    ,good teacher
446,weaknesses          ,unavailable
371,   StreNgtHs   ,honest
66, strengths,quick learner
23,WEAKNESSES,procrastinator
112,  sTRENgths  ,knowledgeable
48,   WEAKnessES   ,late
390,strengths    ,friendly
264,       STRENGTHS  ,team player
192,   StreNgtHs   ,honest
69,strengths      ,quick learner
53,strengths      ,good teacher
154,    WeaKNeSSeS     ,unprepared
50,    weaKnEsses     ,unprepared
232,strengths      ,early starter
270,   StreNgtHs   ,honest
480,strengths      ,honest
280,    WeaKNeSSeS     ,dishonest
45,       STRENGTHS  ,early starter
142,sTrEnGthS ,knowledgeable
409,   stREngtHs     ,knowledgeable
333,sTRENgths    ,honest
104,    WeaKNeSSeS     ,unprepared
143,WEAKNESSES,unresponsive
373,weaknesses          ,unavailable
419,  sTRENgths  ,early starter
441,weaknesses          ,unavailable
311,sTrengtHS       ,good leader
34,sTrengtHS       ,team player
443,   WEAKnessES   ,procrastinator
105,   WEAKnessES   ,unprepared
400,   stREngtHs     ,prepared
303,weaknesses          ,unprepared
28,   stREngtHs     ,team player
3,sTRENgths    ,honest
35,       STRENGTHS  ,quick learner
297,strengths    ,quick learner
127,sTrEnGthS ,quick learner
192,   WEAKnessES   ,unfriendly
420,   stREngtHs     ,good leader
312,       STRENGTHS  ,early starter
287,strengths    ,honest
491,WEAKNESSES,dishonest
399,weaknesses          ,unavailable
120,weaknesses          ,unavailable
271,   stREngtHs     ,good teacher
139,   stREngtHs     ,prepared
126,strengths      ,friendly
491,   WEAKNESSEs    ,procrastinator
428,       STRENGTHS  ,friendly
14,  sTRENgths  ,knowledgeable
94,   WeAkNeSsEs ,unresponsive
395, weaKnesses ,unfriendly
282,       STRENGTHS  ,prepared
208, weaKnesses ,unprepared
44,wEaKNeSSes       ,unprepared
328,sTrengtHS       ,quick learner
478,weaknesses          ,dishonest
435,  sTRENgths  ,friendly
220,   StreNgtHs   ,friendly
93,   wEAknESses    ,unprepared
236,sTrengtHS       ,prepared
467,       STRENGTHS  ,honest
56,  sTRENgths  ,quick learner
241,   stREngtHs     ,honest
373,   stREngtHs     ,knowledgeable
71,sTRENgths    ,friendly
291,    WeaKNeSSeS     ,unfriendly
396,wEaKNeSSes       ,procrastinator
487,wEaKNeSSes       ,unprepared
241,strengths      ,friendly
187,strengths      ,team player
162,sTrengtHS       ,friendly
327,sTrengtHS       ,honest
189, strengths,prepared
312, strengths,prepared
110,    WeaKNeSSeS     ,procrastinator
88,  sTRENgths  ,early starter
31,WEAKNESSES,dishonest
308,sTrEnGthS ,prepared
45,WEAKNESSES,unprepared
464,weaknesses          ,controlling
442,sTRENgths    ,good leader
424,   stREngtHs     ,early starter
378,sTRENgths    ,good leader
480,   WEAKNESSEs    ,procrastinator
352,wEaKNeSSes       ,late
328,sTRENgths    ,friendly
266,       STRENGTHS  ,early starter
380,   wEAknESses    ,unresponsive
54,sTrEnGthS ,good leader
140, weaKnesses ,dishonest
416,strengths    ,good teacher
152,sTrengtHS       ,friendly
173,sTrEnGthS ,prepared
399,   wEAknESses    ,cutthroat
254,sTrengtHS       ,early starter
485,sTRENgths    ,quick learner
441,   StreNgtHs   ,knowledgeable
86,   StreNgtHs   ,quick learner
458, strengths,team player
476,strengths      ,good teacher
413,strengths      ,honest
301,WEAKNESSES,cutthroat
253,   WEAKNESSEs    ,late
153,wEaKNeSSes       ,late
72,    WeaKNeSSeS     ,cutthroat
69,sTrengtHS       ,prepared
201,weaknesses          ,cutthroat
351,   WeAkNeSsEs ,dishonest
67,   WEAKNESSEs    ,cutthroat
238,   wEAknESses    ,unprepared
385,   WEAKnessES   ,unfriendly
468,strengths      ,friendly
354,   wEAknESses    ,unfriendly
305,sTRENgths    ,knowledgeable
247,       STRENGTHS  ,early starter
171,strengths      ,friendly
261,       STRENGTHS  ,team player
466,   wEAknESses    ,dishonest
231,strengths      ,prepared
393,  sTRENgths  ,honest
142,strengths      ,quick learner
293,sTrEnGthS ,prepared
346,   wEAknESses    ,unfriendly
239,sTRENgths    ,early starter
337,   StreNgtHs   ,good leader
209,weaknesses          ,unfriendly
426,   stREngtHs     ,early starter
396,wEaKNeSSes       ,cutthroat
4,strengths      ,prepared
412,sTrEnGthS ,honest
419,strengths      ,quick learner
209, strengths,friendly
70,       STRENGTHS  ,knowledgeable
90, strengths,friendly
12,sTRENgths    ,prepared
20,weaknesses          ,unresponsive
237,sTRENgths    ,good teacher
161,sTrEnGthS ,prepared
147,sTrEnGthS ,good teacher
449,  sTRENgths  ,good leader
184,       STRENGTHS  ,quick learner
244,wEaKNeSSes       ,controlling
49,sTrengtHS       ,good teacher
204,sTrEnGthS ,team player
448,sTrEnGthS ,good leader
399,strengths    ,early starter
178,sTRENgths    ,knowledgeable
165,       STRENGTHS  ,prepared
232,sTRENgths    ,honest
406, strengths,honest
89, strengths,knowledgeable
111,   WeAkNeSsEs ,unfriendly
232,       STRENGTHS  ,knowledgeable
401,sTrengtHS       ,good teacher
124,       STRENGTHS  ,team player
29,       STRENGTHS  ,honest
159,strengths    ,prepared
21,   wEAknESses    ,unavailable
281, weaKnesses ,dishonest
78,   wEAknESses    ,dishonest
451,   stREngtHs     ,friendly
91,wEaKNeSSes       ,late
113,    weaKnEsses     ,unavailable
277,strengths    ,good teacher
355,   wEAknESses    ,procrastinator
449,weaknesses          ,late
199,sTrEnGthS ,knowledgeable
176, strengths,team player
406, strengths,friendly
55,   WeAkNeSsEs ,dishonest
32, strengths,early starter
92,    WeaKNeSSeS     ,dishonest
30,  sTRENgths  ,knowledgeable
438,wEaKNeSSes       ,unavailable
89,sTRENgths    ,friendly
309,   stREngtHs     ,prepared
289,sTRENgths    ,team player
58,sTrEnGthS ,knowledgeable
114,sTrEnGthS ,honest
394,   StreNgtHs   ,knowledgeable
348,WEAKNESSES,unprepared
294,sTRENgths    ,honest
333,   WeAkNeSsEs ,late
19,sTRENgths    ,friendly
205,  sTRENgths  ,early starter
330,strengths      ,prepared
367,   stREngtHs     ,team player
455,    WeaKNeSSeS     ,dishonest
43,   stREngtHs     ,good teacher
198,   wEAknESses    ,unresponsive
283,WEAKNESSES,dishonest
355,strengths    ,honest
388,wEaKNeSSes       ,controlling
323,sTrEnGthS ,prepared
23,sTRENgths    ,early starter
439,sTrengtHS       ,team player
407,strengths    ,early starter
104,strengths      ,friendly
193,strengths      ,early starter
479,       STRENGTHS  ,team player
286,strengths    ,prepared
230,strengths    ,good teacher
104,   WEAKNESSEs    ,dishonest
163,    WeaKNeSSeS     ,unprepared
148, strengths,friendly
17,   WEAKnessES   ,unfriendly
3,   WeAkNeSsEs ,late
129,       STRENGTHS  ,honest
77,wEaKNeSSes       ,procrastinator
97,   WeAkNeSsEs ,unresponsive
498,       STRENGTHS  ,early starter
10,   StreNgtHs   ,good leader
284,   WeAkNeSsEs ,unprepared
171,sTrEnGthS ,early starter
124,  sTRENgths  ,knowledgeable
2,       STRENGTHS  ,quick learner
383,strengths    ,quick learner
416,   WeAkNeSsEs ,cutthroat
17,strengths    ,friendly
234,       STRENGTHS  ,good teacher
414,   StreNgtHs   ,friendly
37, strengths,honest
173, weaKnesses ,unresponsive
435,sTrengtHS       ,good leader
80,sTrEnGthS ,quick learner
50,   stREngtHs     ,good leader
167,strengths    ,team player
389,wEaKNeSSes       ,unprepared
11,sTrEnGthS ,good leader
160,strengths    ,friendly
467,   WeAkNeSsEs ,procrastinator
177,       STRENGTHS  ,good leader
218,sTRENgths    ,good teacher
480,   StreNgtHs   ,good leader
417,       STRENGTHS  ,knowledgeable
129,strengths      ,good leader
62, strengths,honest
313,   StreNgtHs   ,good teacher
4, strengths,quick learner
375, strengths,honest
172,    WeaKNeSSeS     ,unprepared
92,sTrEnGthS ,team player
295,    weaKnEsses     ,unresponsive
440,       STRENGTHS  ,early starter
428,    WeaKNeSSeS     ,unresponsive
123,   StreNgtHs   ,knowledgeable
310,  sTRENgths  ,good leader
281,       STRENGTHS  ,honest
339,   wEAknESses    ,unprepared
336,sTrengtHS       ,early starter
215,sTrengtHS       ,friendly
93,sTrEnGthS ,team player
238,WEAKNESSES,unavailable
350,  sTRENgths  ,team player
87,sTRENgths    ,quick learner
238,strengths    ,knowledgeable
62,       STRENGTHS  ,good leader
341,sTrEnGthS ,early starter
470,   WeAkNeSsEs ,late
265, strengths,good leader
266,sTrengtHS       ,prepared
130,sTrengtHS       ,friendly
416,  sTRENgths  ,honest
287,       STRENGTHS  ,knowledgeable
260,strengths    ,prepared
375,strengths    ,good teacher
151,sTrengtHS       ,quick learner
79,sTRENgths    ,good teacher
34,   WeAkNeSsEs ,late
66,   StreNgtHs   ,team player
350, weaKnesses ,dishonest
106,sTrengtHS       ,good leader
115,sTrengtHS       ,good leader
440,strengths    ,honest
47, strengths,quick learner
340,  sTRENgths  ,quick learner
273,sTrengtHS       ,friendly
443,sTrengtHS       ,early starter
183, strengths,team player
281,   stREngtHs     ,early starter
41,strengths      ,prepared
341,   WEAKNESSEs    ,controlling
98,strengths      ,early starter
460,   StreNgtHs   ,honest
362, weaKnesses ,late
403,sTrEnGthS ,prepared
115,       STRENGTHS  ,prepared
424,sTrengtHS       ,quick learner
34, strengths,good teacher
372,   stREngtHs     ,early starter
57,    WeaKNeSSeS     ,late
25,       STRENGTHS  ,knowledgeable
161,       STRENGTHS  ,quick learner
411,   StreNgtHs   ,prepared
471,   WeAkNeSsEs ,unfriendly
13,wEaKNeSSes       ,unprepared
461,sTrEnGthS ,honest
432,   WeAkNeSsEs ,cutthroat
3,strengths      ,good leader
458,sTrengtHS       ,quick learner
431,sTrEnGthS ,early starter
169,strengths      ,prepared
268,wEaKNeSSes       ,unresponsive
132,sTrengtHS       ,team player
444, strengths,knowledgeable
82,weaknesses          ,unfriendly
404,   WeAkNeSsEs ,unavailable
462,sTrengtHS       ,knowledgeable
123, strengths,quick learner
43, weaKnesses ,unprepared
314,strengths    ,friendly
64,sTrEnGthS ,honest
45,  sTRENgths  ,honest
297,strengths    ,honest
382,   StreNgtHs   ,good leader
93,strengths    ,friendly
474,sTRENgths    ,team player
279,strengths    ,early starter
388,sTRENgths    ,team player
207,   StreNgtHs   ,prepared
448,    WeaKNeSSeS     ,dishonest
51,sTrengtHS       ,early starter
32,sTRENgths    ,quick learner
255,  sTRENgths  ,friendly
411,wEaKNeSSes       ,cutthroat
97,sTrEnGthS ,good teacher
484,   StreNgtHs   ,knowledgeable
94,   StreNgtHs   ,good leader
242,strengths      ,team player
95,   WEAKNESSEs    ,unfriendly
79,       STRENGTHS  ,knowledgeable
431, strengths,team player
322,strengths    ,quick learner
128,strengths    ,honest
316,wEaKNeSSes       ,unresponsive
36,sTRENgths    ,knowledgeable
233, strengths,prepared
346,   WeAkNeSsEs ,controlling
102,weaknesses          ,late
58,weaknesses          ,unfriendly
83,sTrEnGthS ,prepared
38,strengths    ,knowledgeable
180,  sTRENgths  ,knowledgeable
202,   WEAKnessES   ,unprepared
486,   WEAKnessES   ,unprepared
182,       STRENGTHS  ,team player
132,sTrengtHS       ,early starter
33,sTrEnGthS ,good leader
68,sTrengtHS       ,friendly
360,   StreNgtHs   ,prepared
31,WEAKNESSES,controlling
454,sTRENgths    ,team player
387,       STRENGTHS  ,good leader
354, strengths,prepared
261,   StreNgtHs   ,prepared
419,   wEAknESses    ,cutthroat
244,    WeaKNeSSeS     ,unprepared
294,   StreNgtHs   ,quick learner
60,strengths    ,prepared
163,   wEAknESses    ,dishonest
190,sTrengtHS       ,quick learner
150, strengths,quick learner
489,strengths      ,knowledgeable
274,       STRENGTHS  ,prepared
122,  sTRENgths  ,friendly
252,       STRENGTHS  ,team player
142, weaKnesses ,unfriendly
474,   WeAkNeSsEs ,unresponsive
390,strengths    ,quick learner
388,WEAKNESSES,late
199,   WEAKNESSEs    ,unavailable
28,strengths    ,knowledgeable
33,    weaKnEsses     ,procrastinator
49, strengths,honest
86,sTrEnGthS ,early starter
418,    weaKnEsses     ,unresponsive
387, weaKnesses ,dishonest
12,sTRENgths    ,team player
200,   stREngtHs     ,honest
375, strengths,team player
74,sTRENgths    ,early starter
12,sTrEnGthS ,good leader
133,   stREngtHs     ,prepared
100,strengths    ,good leader
67,strengths      ,honest
401,sTRENgths    ,honest
144,sTrEnGthS ,team player
161,   StreNgtHs   ,knowledgeable
215,sTRENgths    ,team player
3,  sTRENgths  ,team player
145,strengths      ,prepared
132,sTrEnGthS ,good leader
144,wEaKNeSSes       ,late
53,wEaKNeSSes       ,unavailable
39,   stREngtHs     ,early starter
110,   StreNgtHs   ,quick learner
257,sTrengtHS       ,honest
174,   WEAKNESSEs    ,procrastinator
409,strengths    ,good leader
115,sTrEnGthS ,team player
319, strengths,early starter
424,   WEAKnessES   ,procrastinator
258,    WeaKNeSSeS     ,unavailable
466, weaKnesses ,unresponsive
111,    WeaKNeSSeS     ,unprepared
430,       STRENGTHS  ,friendly
205,weaknesses          ,unavailable
453,WEAKNESSES,unavailable
462,   stREngtHs     ,early starter
162,  sTRENgths  ,quick learner
408,   WEAKnessES   ,dishonest
286,sTRENgths    ,knowledgeable
123,   wEAknESses    ,unfriendly
185,strengths      ,knowledgeable
387,       STRENGTHS  ,good teacher
168,sTrEnGthS ,good leader
465,strengths    ,team player
417,  sTRENgths  ,early starter
73, weaKnesses ,unfriendly
186,sTrEnGthS ,good leader
433,weaknesses          ,unfriendly
228,wEaKNeSSes       ,procrastinator
216,sTrEnGthS ,good teacher
103,  sTRENgths  ,good leader
393,sTRENgths    ,quick learner
456,strengths    ,team player
225,   wEAknESses    ,late
119,   WEAKnessES   ,cutthroat
244, strengths,quick learner
492,    weaKnEsses     ,late
206,   StreNgtHs   ,quick learner
129,   stREngtHs     ,prepared
31,strengths      ,prepared
139, weaKnesses ,controlling
7,sTrengtHS       ,friendly
